"stage","stage09","stage15","ch_high","nburn","strata","stat","cc_year","metric","value"
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.05895951351041
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.49954474106096
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.73506902444943
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-5.13253516870255
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.54932729113523
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.20281612967251
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.12283060553243
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.328676794412871
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",0.469595483177664
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.29713663796128
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.42621650769855
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.52336897461463
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.986745699830081
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.24498401570309
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.7190441969887
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.40420167010868
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.996288515851591
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.23019823399935
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.957359662457518
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.93998669692417
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.48357982509163
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.78640417407888
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.667054784051111
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.03392894969434
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.974255655876816
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.96820833053989
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.67292610878735
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.78923410194049
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.548321074222009
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.23064700803627
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.636623883071894
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.84625979610003
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.27249263102371
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.05291792338955
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.859950735511429
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.20310274387966
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.831949127261285
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.26696714928414
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.37975165980968
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.03344208061319
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.964806049763
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-0.800242261958032
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.86398591043272
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.683484390569074
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.764610763853223
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-1.74672370103346
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",0.674031316034185
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.0901976756513
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.493009973762648
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-3.62327742177491
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.81193298290143
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.28843556898111
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",0.834527334787761
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.0255059634116
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.15640403688898
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.63012236803907
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.09887221685936
"once burned early","early","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.21157475916162
"once burned early","early","late",0,1,"Understory","sdl",2009,"cc_01_sdl",0.942458025065372
"once burned early","early","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-1.71472471207037
"once burned early","early","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.713629213670961
"once burned early","early","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.37395083885789
"once burned early","early","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.03058413931206
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.22698497846358
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.10246573072412
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-0.862647068210615
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.571617597949533
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.36025873816072
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.57753708895501
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-3.77572674887658
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.33211444617204
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.07165867055503
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.16556534344757
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-1.09109266186241
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",1.18500317545033
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.63178690807932
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.09881523726652
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.11702702538889
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.17030451401814
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.35731130886178
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.74962357383765
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.68050602084656
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.34049956781775
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.11739918650076
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.24102367320074
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-1.88331741570583
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.00555929672964
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.18079627330876
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.48949549104616
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.57869319627755
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.25149879342912
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.85849483096575
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.11569314730825
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-5.84299538544826
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.12723419067697
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.94806456591487
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.03598507175742
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.46480845561168
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.1516447078182
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.52919920169814
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.10071611700005
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.06267526013461
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.22250219235564
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-4.28098578795733
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.06642952617236
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.36047535146016
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.15261752783578
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.6821014653789
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",0.977574211240459
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.64179381531498
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.70573340469446
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-4.01615139300895
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.24302404647686
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.57589669538698
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.38509030284747
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.21636898870219
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.4621686736213
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-5.36563761324734
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.18284259290902
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.80849128901672
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.37450907127255
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-3.79723882948674
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",2.0300026497718
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-6.11895788942802
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",0.756508200090251
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.89449315166034
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.14312651260465
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.18970427323011
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.56535832540224
"twice burned forest","late","late",0,2,"Understory","mnl",2015,"cc_01_mnl",-4.34056114860062
"twice burned forest","late","late",0,2,"Understory","sdl",2015,"cc_01_sdl",1.59614925895329
"twice burned forest","late","late",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-3.61390547467584
"twice burned forest","late","late",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.54209667926427
"twice burned forest","late","late",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.46804016959903
"twice burned forest","late","late",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.9715177581307
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-3.69930731746222
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",1.70617782056944
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.54106912447364
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.40494403482745
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-1.82249165360594
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.73014883649457
"twice burned early","early","early",1,2,"Understory","mnl",2015,"cc_01_mnl",-4.72071888091128
"twice burned early","early","early",1,2,"Understory","sdl",2015,"cc_01_sdl",1.14363620126925
"twice burned early","early","early",1,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-6.29176611437516
"twice burned early","early","early",1,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.13696722573447
"twice burned early","early","early",1,2,"Canopy","mnl",2015,"cc_08_mnl",-6.50812627678498
"twice burned early","early","early",1,2,"Canopy","sdl",2015,"cc_08_sdl",1.2008938398825
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-3.34574290560366
"once burned early","early","early",1,1,"Understory","sdl",2009,"cc_01_sdl",1.2225597500767
"once burned early","early","early",1,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.39142068067323
"once burned early","early","early",1,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.47171007176155
"once burned early","early","early",1,1,"Canopy","mnl",2009,"cc_08_mnl",-5.93543017020002
"once burned early","early","early",1,1,"Canopy","sdl",2009,"cc_08_sdl",1.76631770159063
"recovering","early","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.64161511007122
"recovering","early","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.42645961830895
"recovering","early","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-5.7477946841906
"recovering","early","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",1.21330721901492
"recovering","early","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-5.20234030580816
"recovering","early","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",2.44807874946702
"once burned early","early","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-5.12441636744454
"once burned early","early","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.41618037905327
"once burned early","early","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-4.31626830792974
"once burned early","early","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.48280677354311
"once burned early","early","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-4.13778536666608
"once burned early","early","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",2.55747917871239
"once burned forest","late","early",0,1,"Understory","mnl",2009,"cc_01_mnl",-4.97620276011075
"once burned forest","late","early",0,1,"Understory","sdl",2009,"cc_01_sdl",1.57828853057351
"once burned forest","late","early",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-3.21301708695499
"once burned forest","late","early",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.26812951050724
"once burned forest","late","early",0,1,"Canopy","mnl",2009,"cc_08_mnl",-0.783373659072614
"once burned forest","late","early",0,1,"Canopy","sdl",2009,"cc_08_sdl",0.759725321172724
"late-early","late","early",0,2,"Understory","mnl",2015,"cc_01_mnl",-5.08399514078869
"late-early","late","early",0,2,"Understory","sdl",2015,"cc_01_sdl",1.11273597738022
"late-early","late","early",0,2,"Sub-canopy","mnl",2015,"cc_02_mnl",-4.05842569037427
"late-early","late","early",0,2,"Sub-canopy","sdl",2015,"cc_02_sdl",0.932511679903053
"late-early","late","early",0,2,"Canopy","mnl",2015,"cc_08_mnl",-2.19716904623195
"late-early","late","early",0,2,"Canopy","sdl",2015,"cc_08_sdl",1.59368158441705
"unburned forest","suppressed","suppressed",NA,0,"Understory","mnl",2015,"cc_01_mnl",-5.21420210757292
"unburned forest","suppressed","suppressed",NA,0,"Understory","sdl",2015,"cc_01_sdl",1.42774763473681
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","mnl",2015,"cc_02_mnl",-2.06466491845614
"unburned forest","suppressed","suppressed",NA,0,"Sub-canopy","sdl",2015,"cc_02_sdl",1.07598512380903
"unburned forest","suppressed","suppressed",NA,0,"Canopy","mnl",2015,"cc_08_mnl",-0.790463820324174
"unburned forest","suppressed","suppressed",NA,0,"Canopy","sdl",2015,"cc_08_sdl",0.915553301541116
"once burned forest","late","late",0,1,"Understory","mnl",2009,"cc_01_mnl",-2.228941715935
"once burned forest","late","late",0,1,"Understory","sdl",2009,"cc_01_sdl",0.599565885255632
"once burned forest","late","late",0,1,"Sub-canopy","mnl",2009,"cc_02_mnl",-2.72158269893501
"once burned forest","late","late",0,1,"Sub-canopy","sdl",2009,"cc_02_sdl",1.18536650385894
"once burned forest","late","late",0,1,"Canopy","mnl",2009,"cc_08_mnl",-2.5131741484048
"once burned forest","late","late",0,1,"Canopy","sdl",2009,"cc_08_sdl",1.95796369678264
"once burned early","early","early",1,1,"Understory","mnl",2009,"cc_01_mnl",-4.08299839301528
