"id","st_stage","ch_stage","FID","year","burn","nburn","metric","value","strata","stat"
"1676_1","late","late",1676,2009,1,1,"lad_08_mn",-4.82293870034728,"Canopy","mn"
"1676_1","late","late",1676,2009,1,1,"lad_08_sd",1.04224029821568,"Canopy","sd"
"1677_1","late","late",1677,2015,1,2,"lad_01_mn",-4.24101054545585,"Understory","mn"
"1677_1","late","late",1677,2015,1,2,"lad_01_sd",1.27707982020798,"Understory","sd"
"1677_1","late","late",1677,2015,1,2,"lad_02_mn",-4.64862865597886,"Sub-canopy","mn"
"1677_1","late","late",1677,2015,1,2,"lad_02_sd",1.1353212106619,"Sub-canopy","sd"
"1677_1","late","late",1677,2015,1,2,"lad_08_mn",-5.10760734443768,"Canopy","mn"
"1677_1","late","late",1677,2015,1,2,"lad_08_sd",1.06723333128823,"Canopy","sd"
"1677_1","late","late",1677,2009,1,1,"lad_01_mn",-3.4715013994376,"Understory","mn"
"1677_1","late","late",1677,2009,1,1,"lad_01_sd",1.42520385730813,"Understory","sd"
"1677_1","late","late",1677,2009,1,1,"lad_02_mn",-3.82472568481672,"Sub-canopy","mn"
"1677_1","late","late",1677,2009,1,1,"lad_02_sd",1.14444632528906,"Sub-canopy","sd"
"1677_1","late","late",1677,2009,1,1,"lad_08_mn",-4.67278704313689,"Canopy","mn"
"1677_1","late","late",1677,2009,1,1,"lad_08_sd",0.998848651322624,"Canopy","sd"
"1678_1","late","late",1678,2009,1,1,"lad_01_mn",-3.96515424426158,"Understory","mn"
"1678_1","late","late",1678,2009,1,1,"lad_01_sd",1.17471119299014,"Understory","sd"
"1678_1","late","late",1678,2009,1,1,"lad_02_mn",-4.09253869970034,"Sub-canopy","mn"
"1678_1","late","late",1678,2009,1,1,"lad_02_sd",0.768660584128055,"Sub-canopy","sd"
"1678_1","late","late",1678,2009,1,1,"lad_08_mn",-4.38428940723616,"Canopy","mn"
"1678_1","late","late",1678,2009,1,1,"lad_08_sd",0.805045949205569,"Canopy","sd"
"1678_1","late","late",1678,2015,1,2,"lad_01_mn",-4.82062836366318,"Understory","mn"
"1678_1","late","late",1678,2015,1,2,"lad_01_sd",1.08378859173283,"Understory","sd"
"1678_1","late","late",1678,2015,1,2,"lad_02_mn",-5.38190904836086,"Sub-canopy","mn"
"1678_1","late","late",1678,2015,1,2,"lad_02_sd",0.771889311104446,"Sub-canopy","sd"
"1678_1","late","late",1678,2015,1,2,"lad_08_mn",-5.73526714440592,"Canopy","mn"
"1678_1","late","late",1678,2015,1,2,"lad_08_sd",0.842582466316556,"Canopy","sd"
"1679_1","late","late",1679,2009,1,1,"lad_01_mn",-3.50411747958303,"Understory","mn"
"1679_1","late","late",1679,2009,1,1,"lad_01_sd",2.08945356885561,"Understory","sd"
"1679_1","late","late",1679,2009,1,1,"lad_02_mn",-3.73743476200317,"Sub-canopy","mn"
"1679_1","late","late",1679,2009,1,1,"lad_02_sd",1.66644346394768,"Sub-canopy","sd"
"1679_1","late","late",1679,2009,1,1,"lad_08_mn",-5.02431242721226,"Canopy","mn"
"1679_1","late","late",1679,2009,1,1,"lad_08_sd",1.18391118127981,"Canopy","sd"
"1679_1","late","late",1679,2015,1,2,"lad_01_mn",-4.21807323578421,"Understory","mn"
"1679_1","late","late",1679,2015,1,2,"lad_01_sd",1.9730958616549,"Understory","sd"
"1679_1","late","late",1679,2015,1,2,"lad_02_mn",-4.81124633404923,"Sub-canopy","mn"
"1679_1","late","late",1679,2015,1,2,"lad_02_sd",1.86183170963359,"Sub-canopy","sd"
"1679_1","late","late",1679,2015,1,2,"lad_08_mn",-5.83384938531297,"Canopy","mn"
"1679_1","late","late",1679,2015,1,2,"lad_08_sd",1.07215957160626,"Canopy","sd"
"168_0","suppressed","suppressed",168,2015,0,0,"lad_01_mn",-3.46441098739598,"Understory","mn"
"168_0","suppressed","suppressed",168,2015,0,0,"lad_01_sd",1.3152592196196,"Understory","sd"
"168_0","suppressed","suppressed",168,2015,0,0,"lad_02_mn",-2.93652170156371,"Sub-canopy","mn"
"168_0","suppressed","suppressed",168,2015,0,0,"lad_02_sd",0.806265025425266,"Sub-canopy","sd"
"168_0","suppressed","suppressed",168,2015,0,0,"lad_08_mn",-4.41644448836613,"Canopy","mn"
"168_0","suppressed","suppressed",168,2015,0,0,"lad_08_sd",0.822241544532969,"Canopy","sd"
"168_1","early","early",168,2009,1,1,"lad_01_mn",-1.58366419847433,"Understory","mn"
"168_1","early","early",168,2009,1,1,"lad_01_sd",1.03031617706122,"Understory","sd"
"168_1","early","early",168,2009,1,1,"lad_02_mn",-3.85399888847468,"Sub-canopy","mn"
"168_1","early","early",168,2009,1,1,"lad_02_sd",1.29990290192925,"Sub-canopy","sd"
"168_1","early","early",168,2009,1,1,"lad_08_mn",-6.0405168050766,"Canopy","mn"
"168_1","early","early",168,2009,1,1,"lad_08_sd",1.0534142945717,"Canopy","sd"
"1680_1","late","late",1680,2009,1,1,"lad_01_mn",-3.01853584332934,"Understory","mn"
"1680_1","late","late",1680,2009,1,1,"lad_01_sd",1.25604176225489,"Understory","sd"
"1680_1","late","late",1680,2009,1,1,"lad_02_mn",-3.57980730512053,"Sub-canopy","mn"
"1680_1","late","late",1680,2009,1,1,"lad_02_sd",1.5627769278946,"Sub-canopy","sd"
"1680_1","late","late",1680,2009,1,1,"lad_08_mn",-5.54752479123787,"Canopy","mn"
"1680_1","late","late",1680,2009,1,1,"lad_08_sd",1.19554648482292,"Canopy","sd"
"1680_1","late","late",1680,2015,1,2,"lad_01_mn",-3.68042109971505,"Understory","mn"
"1680_1","late","late",1680,2015,1,2,"lad_01_sd",1.09290970237862,"Understory","sd"
"1680_1","late","late",1680,2015,1,2,"lad_02_mn",-3.916755196389,"Sub-canopy","mn"
"1680_1","late","late",1680,2015,1,2,"lad_02_sd",1.3702010736202,"Sub-canopy","sd"
"1680_1","late","late",1680,2015,1,2,"lad_08_mn",-5.60618960274378,"Canopy","mn"
"1680_1","late","late",1680,2015,1,2,"lad_08_sd",1.13849032735301,"Canopy","sd"
"1681_1","late","late",NA,NA,NA,NA,"lad_01_mn",NA,"Understory","mn"
"1681_1","late","late",NA,NA,NA,NA,"lad_01_sd",NA,"Understory","sd"
"1681_1","late","late",NA,NA,NA,NA,"lad_02_mn",NA,"Sub-canopy","mn"
"1681_1","late","late",NA,NA,NA,NA,"lad_02_sd",NA,"Sub-canopy","sd"
"1681_1","late","late",NA,NA,NA,NA,"lad_08_mn",NA,"Canopy","mn"
"1681_1","late","late",NA,NA,NA,NA,"lad_08_sd",NA,"Canopy","sd"
"1682_1","late","late",1682,2009,1,1,"lad_01_mn",-4.12334859075987,"Understory","mn"
"1682_1","late","late",1682,2009,1,1,"lad_01_sd",1.39805089106567,"Understory","sd"
"1682_1","late","late",1682,2009,1,1,"lad_02_mn",-3.9766004422646,"Sub-canopy","mn"
"1682_1","late","late",1682,2009,1,1,"lad_02_sd",1.09093624640238,"Sub-canopy","sd"
"1682_1","late","late",1682,2009,1,1,"lad_08_mn",-4.3854929569838,"Canopy","mn"
"1682_1","late","late",1682,2009,1,1,"lad_08_sd",0.876375308685143,"Canopy","sd"
"1682_1","late","late",1682,2015,1,2,"lad_01_mn",-4.62393103915349,"Understory","mn"
"1682_1","late","late",1682,2015,1,2,"lad_01_sd",1.13589177673791,"Understory","sd"
"1682_1","late","late",1682,2015,1,2,"lad_02_mn",-4.64044549683914,"Sub-canopy","mn"
"1682_1","late","late",1682,2015,1,2,"lad_02_sd",1.11135219776007,"Sub-canopy","sd"
"1682_1","late","late",1682,2015,1,2,"lad_08_mn",-4.65852639725698,"Canopy","mn"
"1682_1","late","late",1682,2015,1,2,"lad_08_sd",0.979397991591493,"Canopy","sd"
"1683_1","late","late",1683,2009,1,1,"lad_01_mn",-3.39788462088942,"Understory","mn"
"1683_1","late","late",1683,2009,1,1,"lad_01_sd",1.6689434705633,"Understory","sd"
"1683_1","late","late",1683,2009,1,1,"lad_02_mn",-3.4638394532396,"Sub-canopy","mn"
"1683_1","late","late",1683,2009,1,1,"lad_02_sd",1.14301390049266,"Sub-canopy","sd"
"1683_1","late","late",1683,2009,1,1,"lad_08_mn",-4.71334227561733,"Canopy","mn"
"1683_1","late","late",1683,2009,1,1,"lad_08_sd",1.01157824655978,"Canopy","sd"
"1683_1","late","late",1683,2015,1,2,"lad_01_mn",-3.42550989785493,"Understory","mn"
"1683_1","late","late",1683,2015,1,2,"lad_01_sd",1.37769397736872,"Understory","sd"
"1683_1","late","late",1683,2015,1,2,"lad_02_mn",-3.5895362314599,"Sub-canopy","mn"
"1683_1","late","late",1683,2015,1,2,"lad_02_sd",1.13430580478045,"Sub-canopy","sd"
"1683_1","late","late",1683,2015,1,2,"lad_08_mn",-4.80433741376876,"Canopy","mn"
"1683_1","late","late",1683,2015,1,2,"lad_08_sd",1.01046215250435,"Canopy","sd"
"1684_1","late","late",1684,2009,1,1,"lad_01_mn",-4.24325631243108,"Understory","mn"
"1684_1","late","late",1684,2009,1,1,"lad_01_sd",1.73526807318365,"Understory","sd"
"1684_1","late","late",1684,2009,1,1,"lad_02_mn",-4.14328956586899,"Sub-canopy","mn"
"1684_1","late","late",1684,2009,1,1,"lad_02_sd",1.10188408611133,"Sub-canopy","sd"
"1684_1","late","late",1684,2009,1,1,"lad_08_mn",-4.1308209195157,"Canopy","mn"
"1684_1","late","late",1684,2009,1,1,"lad_08_sd",0.756495143723506,"Canopy","sd"
"1684_1","late","late",1684,2015,1,2,"lad_01_mn",-4.36747221889022,"Understory","mn"
"1684_1","late","late",1684,2015,1,2,"lad_01_sd",1.37690724249444,"Understory","sd"
"1684_1","late","late",1684,2015,1,2,"lad_02_mn",-4.60051643756501,"Sub-canopy","mn"
"1684_1","late","late",1684,2015,1,2,"lad_02_sd",1.02675162734082,"Sub-canopy","sd"
"1684_1","late","late",1684,2015,1,2,"lad_08_mn",-4.47556204879325,"Canopy","mn"
"1684_1","late","late",1684,2015,1,2,"lad_08_sd",0.932418444663134,"Canopy","sd"
"1685_1","late","late",1685,2009,1,1,"lad_01_mn",-3.30804058491708,"Understory","mn"
"1685_1","late","late",1685,2009,1,1,"lad_01_sd",1.69509591657276,"Understory","sd"
"1685_1","late","late",1685,2009,1,1,"lad_02_mn",-3.68487025204041,"Sub-canopy","mn"
"1685_1","late","late",1685,2009,1,1,"lad_02_sd",1.12228804208739,"Sub-canopy","sd"
"1685_1","late","late",1685,2009,1,1,"lad_08_mn",-4.21033267195322,"Canopy","mn"
"1685_1","late","late",1685,2009,1,1,"lad_08_sd",0.892969303827454,"Canopy","sd"
"1685_1","late","late",1685,2015,1,2,"lad_01_mn",-3.9908654075101,"Understory","mn"
"1685_1","late","late",1685,2015,1,2,"lad_01_sd",1.59986675024216,"Understory","sd"
"1685_1","late","late",1685,2015,1,2,"lad_02_mn",-4.39605724416128,"Sub-canopy","mn"
"1685_1","late","late",1685,2015,1,2,"lad_02_sd",1.19775182882792,"Sub-canopy","sd"
"1685_1","late","late",1685,2015,1,2,"lad_08_mn",-4.62803132649066,"Canopy","mn"
"1685_1","late","late",1685,2015,1,2,"lad_08_sd",1.01137738505002,"Canopy","sd"
"1686_1","late","late",1686,2015,1,2,"lad_01_mn",-4.2109883979062,"Understory","mn"
"1686_1","late","late",1686,2015,1,2,"lad_01_sd",1.6388135289902,"Understory","sd"
"1686_1","late","late",1686,2015,1,2,"lad_02_mn",-4.44760691100367,"Sub-canopy","mn"
"1686_1","late","late",1686,2015,1,2,"lad_02_sd",1.27951397185518,"Sub-canopy","sd"
"1686_1","late","late",1686,2015,1,2,"lad_08_mn",-4.80583195838444,"Canopy","mn"
"1686_1","late","late",1686,2015,1,2,"lad_08_sd",1.05936584490872,"Canopy","sd"
"1686_1","late","late",1686,2009,1,1,"lad_01_mn",-3.47439687302177,"Understory","mn"
"1686_1","late","late",1686,2009,1,1,"lad_01_sd",1.76324882192874,"Understory","sd"
"1686_1","late","late",1686,2009,1,1,"lad_02_mn",-3.62705185542566,"Sub-canopy","mn"
"1686_1","late","late",1686,2009,1,1,"lad_02_sd",1.2015377379571,"Sub-canopy","sd"
"1686_1","late","late",1686,2009,1,1,"lad_08_mn",-4.26315193038405,"Canopy","mn"
"1686_1","late","late",1686,2009,1,1,"lad_08_sd",0.934763509592196,"Canopy","sd"
"1687_1","late","late-early",1687,2015,1,2,"lad_01_mn",-4.15173037141478,"Understory","mn"
"1687_1","late","late-early",1687,2015,1,2,"lad_01_sd",1.45823180080006,"Understory","sd"
"1687_1","late","late-early",1687,2015,1,2,"lad_02_mn",-5.5642599164762,"Sub-canopy","mn"
"1687_1","late","late-early",1687,2015,1,2,"lad_02_sd",1.07320787367724,"Sub-canopy","sd"
"1687_1","late","late-early",1687,2015,1,2,"lad_08_mn",-6.04845485457502,"Canopy","mn"
"1687_1","late","late-early",1687,2015,1,2,"lad_08_sd",1.05648360323536,"Canopy","sd"
"1687_1","late","late-early",1687,2009,1,1,"lad_01_mn",-2.98195192821655,"Understory","mn"
"1687_1","late","late-early",1687,2009,1,1,"lad_01_sd",1.73007460766626,"Understory","sd"
"1687_1","late","late-early",1687,2009,1,1,"lad_02_mn",-4.74598098641189,"Sub-canopy","mn"
"1687_1","late","late-early",1687,2009,1,1,"lad_02_sd",1.1160170051325,"Sub-canopy","sd"
"1687_1","late","late-early",1687,2009,1,1,"lad_08_mn",-5.24606227770103,"Canopy","mn"
"1687_1","late","late-early",1687,2009,1,1,"lad_08_sd",1.16580183160587,"Canopy","sd"
"1688_1","early","early",1688,2009,1,1,"lad_01_mn",-2.38602293702036,"Understory","mn"
"1688_1","early","early",1688,2009,1,1,"lad_01_sd",1.41085941991683,"Understory","sd"
"1688_1","early","early",1688,2009,1,1,"lad_02_mn",-3.56144266355324,"Sub-canopy","mn"
"1688_1","early","early",1688,2009,1,1,"lad_02_sd",1.26537328625257,"Sub-canopy","sd"
"1688_1","early","early",1688,2009,1,1,"lad_08_mn",-5.61329115201883,"Canopy","mn"
"1688_1","early","early",1688,2009,1,1,"lad_08_sd",0.959716730821704,"Canopy","sd"
"1688_1","early","early",1688,2015,1,2,"lad_01_mn",-2.10447833171217,"Understory","mn"
"1688_1","early","early",1688,2015,1,2,"lad_01_sd",1.19771906437684,"Understory","sd"
"1688_1","early","early",1688,2015,1,2,"lad_02_mn",-4.59138791837484,"Sub-canopy","mn"
"1688_1","early","early",1688,2015,1,2,"lad_02_sd",1.16995300586192,"Sub-canopy","sd"
"1688_1","early","early",1688,2015,1,2,"lad_08_mn",-6.42398497081763,"Canopy","mn"
"1688_1","early","early",1688,2015,1,2,"lad_08_sd",0.807734775174255,"Canopy","sd"
"1689_1","early","early",1689,2009,1,1,"lad_01_mn",-1.89328394997563,"Understory","mn"
"1689_1","early","early",1689,2009,1,1,"lad_01_sd",1.12605457737905,"Understory","sd"
"1689_1","early","early",1689,2009,1,1,"lad_02_mn",-3.68959502214454,"Sub-canopy","mn"
"1689_1","early","early",1689,2009,1,1,"lad_02_sd",1.21297949416377,"Sub-canopy","sd"
"1689_1","early","early",1689,2009,1,1,"lad_08_mn",-5.77762316233397,"Canopy","mn"
"1689_1","early","early",1689,2009,1,1,"lad_08_sd",0.882750507100067,"Canopy","sd"
"169_0","suppressed","suppressed",169,2015,0,0,"lad_01_mn",-3.75471122276148,"Understory","mn"
"169_0","suppressed","suppressed",169,2015,0,0,"lad_01_sd",1.0316002034067,"Understory","sd"
"169_0","suppressed","suppressed",169,2015,0,0,"lad_02_mn",-2.96285976957161,"Sub-canopy","mn"
"169_0","suppressed","suppressed",169,2015,0,0,"lad_02_sd",0.668417495550757,"Sub-canopy","sd"
"169_0","suppressed","suppressed",169,2015,0,0,"lad_08_mn",-3.72045380169126,"Canopy","mn"
"169_0","suppressed","suppressed",169,2015,0,0,"lad_08_sd",0.550840197849628,"Canopy","sd"
"169_1","early","early-mid",169,2009,1,1,"lad_01_mn",-0.925544163125909,"Understory","mn"
"169_1","early","early-mid",169,2009,1,1,"lad_01_sd",0.592338310765331,"Understory","sd"
"169_1","early","early-mid",169,2009,1,1,"lad_02_mn",-3.0722877499984,"Sub-canopy","mn"
"169_1","early","early-mid",169,2009,1,1,"lad_02_sd",1.12183322813141,"Sub-canopy","sd"
"169_1","early","early-mid",169,2009,1,1,"lad_08_mn",-6.12305962982933,"Canopy","mn"
"169_1","early","early-mid",169,2009,1,1,"lad_08_sd",0.95016189827903,"Canopy","sd"
"1690_1","early","early-mid",NA,NA,NA,NA,"lad_01_mn",NA,"Understory","mn"
"1690_1","early","early-mid",NA,NA,NA,NA,"lad_01_sd",NA,"Understory","sd"
"1690_1","early","early-mid",NA,NA,NA,NA,"lad_02_mn",NA,"Sub-canopy","mn"
"1690_1","early","early-mid",NA,NA,NA,NA,"lad_02_sd",NA,"Sub-canopy","sd"
"1690_1","early","early-mid",NA,NA,NA,NA,"lad_08_mn",NA,"Canopy","mn"
"1690_1","early","early-mid",NA,NA,NA,NA,"lad_08_sd",NA,"Canopy","sd"
"1691_1","late","late",1691,2009,1,1,"lad_01_mn",-1.80212490250831,"Understory","mn"
"1691_1","late","late",1691,2009,1,1,"lad_01_sd",1.32573658486412,"Understory","sd"
"1691_1","late","late",1691,2009,1,1,"lad_02_mn",-2.65865253831969,"Sub-canopy","mn"
"1691_1","late","late",1691,2009,1,1,"lad_02_sd",1.20496391933721,"Sub-canopy","sd"
"1691_1","late","late",1691,2009,1,1,"lad_08_mn",-5.27742566143774,"Canopy","mn"
"1691_1","late","late",1691,2009,1,1,"lad_08_sd",1.07479756002942,"Canopy","sd"
"1692_1","late","late",1692,2009,1,1,"lad_01_mn",-2.57846734090493,"Understory","mn"
"1692_1","late","late",1692,2009,1,1,"lad_01_sd",1.47216768867784,"Understory","sd"
"1692_1","late","late",1692,2009,1,1,"lad_02_mn",-3.52847363068475,"Sub-canopy","mn"
"1692_1","late","late",1692,2009,1,1,"lad_02_sd",1.20936863236564,"Sub-canopy","sd"
"1692_1","late","late",1692,2009,1,1,"lad_08_mn",-4.62775317534095,"Canopy","mn"
"1692_1","late","late",1692,2009,1,1,"lad_08_sd",1.04608751279507,"Canopy","sd"
"1693_1","late","late",1693,2009,1,1,"lad_01_mn",-2.97120100495928,"Understory","mn"
"1693_1","late","late",1693,2009,1,1,"lad_01_sd",1.52374287611827,"Understory","sd"
"1693_1","late","late",1693,2009,1,1,"lad_02_mn",-3.80786175617108,"Sub-canopy","mn"
"1693_1","late","late",1693,2009,1,1,"lad_02_sd",1.24248741638691,"Sub-canopy","sd"
"1693_1","late","late",1693,2009,1,1,"lad_08_mn",-5.35112816079028,"Canopy","mn"
"1693_1","late","late",1693,2009,1,1,"lad_08_sd",1.09823929398359,"Canopy","sd"
"1694_1","late","late",1694,2009,1,1,"lad_01_mn",-3.06198930068657,"Understory","mn"
"1694_1","late","late",1694,2009,1,1,"lad_01_sd",1.34352135954425,"Understory","sd"
"1694_1","late","late",1694,2009,1,1,"lad_02_mn",-3.5335351062336,"Sub-canopy","mn"
"1694_1","late","late",1694,2009,1,1,"lad_02_sd",1.23661207736876,"Sub-canopy","sd"
"1694_1","late","late",1694,2009,1,1,"lad_08_mn",-5.00069710452978,"Canopy","mn"
"1694_1","late","late",1694,2009,1,1,"lad_08_sd",1.08008370614343,"Canopy","sd"
"1695_1","late","late",1695,2009,1,1,"lad_01_mn",-3.81416633318964,"Understory","mn"
"1695_1","late","late",1695,2009,1,1,"lad_01_sd",1.67339173036639,"Understory","sd"
"1695_1","late","late",1695,2009,1,1,"lad_02_mn",-3.57231578692502,"Sub-canopy","mn"
"1695_1","late","late",1695,2009,1,1,"lad_02_sd",1.25552774698831,"Sub-canopy","sd"
"1695_1","late","late",1695,2009,1,1,"lad_08_mn",-5.03903530094039,"Canopy","mn"
"1695_1","late","late",1695,2009,1,1,"lad_08_sd",1.01077323533851,"Canopy","sd"
"1696_1","late","late",1696,2009,1,1,"lad_01_mn",-3.73564989366443,"Understory","mn"
"1696_1","late","late",1696,2009,1,1,"lad_01_sd",1.61838204213614,"Understory","sd"
"1696_1","late","late",1696,2009,1,1,"lad_02_mn",-3.689864478377,"Sub-canopy","mn"
"1696_1","late","late",1696,2009,1,1,"lad_02_sd",1.32648047720981,"Sub-canopy","sd"
"1696_1","late","late",1696,2009,1,1,"lad_08_mn",-5.01085854153023,"Canopy","mn"
"1696_1","late","late",1696,2009,1,1,"lad_08_sd",1.04808858932978,"Canopy","sd"
"1697_1","early","early-mid",1697,2009,1,1,"lad_01_mn",-2.11279899176341,"Understory","mn"
"1697_1","early","early-mid",1697,2009,1,1,"lad_01_sd",1.55245046028123,"Understory","sd"
"1697_1","early","early-mid",1697,2009,1,1,"lad_02_mn",-4.13564208759663,"Sub-canopy","mn"
"1697_1","early","early-mid",1697,2009,1,1,"lad_02_sd",1.31397101518433,"Sub-canopy","sd"
"1697_1","early","early-mid",1697,2009,1,1,"lad_08_mn",-5.21704023211875,"Canopy","mn"
"1697_1","early","early-mid",1697,2009,1,1,"lad_08_sd",1.33835825761442,"Canopy","sd"
"1698_1","late","late",1698,2009,1,1,"lad_01_mn",-3.34273519250682,"Understory","mn"
"1698_1","late","late",1698,2009,1,1,"lad_01_sd",1.38499967025047,"Understory","sd"
"1698_1","late","late",1698,2009,1,1,"lad_02_mn",-3.86440070688057,"Sub-canopy","mn"
"1698_1","late","late",1698,2009,1,1,"lad_02_sd",1.29940941083708,"Sub-canopy","sd"
"1698_1","late","late",1698,2009,1,1,"lad_08_mn",-5.53388571108583,"Canopy","mn"
"1698_1","late","late",1698,2009,1,1,"lad_08_sd",1.07059034731455,"Canopy","sd"
"1699_1","late","late",1699,2009,1,1,"lad_01_mn",-2.9381609089894,"Understory","mn"
"1699_1","late","late",1699,2009,1,1,"lad_01_sd",1.0978508924143,"Understory","sd"
"1699_1","late","late",1699,2009,1,1,"lad_02_mn",-3.31845196826368,"Sub-canopy","mn"
"1699_1","late","late",1699,2009,1,1,"lad_02_sd",1.07325650128439,"Sub-canopy","sd"
"1699_1","late","late",1699,2009,1,1,"lad_08_mn",-5.83005259512968,"Canopy","mn"
"1699_1","late","late",1699,2009,1,1,"lad_08_sd",0.889077137171401,"Canopy","sd"
"17_1","early","early",17,2009,1,1,"lad_01_mn",-0.348976444501131,"Understory","mn"
"17_1","early","early",17,2009,1,1,"lad_01_sd",0.702819669697775,"Understory","sd"
"17_1","early","early",17,2009,1,1,"lad_02_mn",-1.86234057174041,"Sub-canopy","mn"
"17_1","early","early",17,2009,1,1,"lad_02_sd",0.626606311302386,"Sub-canopy","sd"
"17_1","early","early",17,2009,1,1,"lad_08_mn",-5.22992790028194,"Canopy","mn"
"17_1","early","early",17,2009,1,1,"lad_08_sd",1.11498292548266,"Canopy","sd"
"170_0","suppressed","suppressed",170,2015,0,0,"lad_01_mn",-1.85729354213638,"Understory","mn"
"170_0","suppressed","suppressed",170,2015,0,0,"lad_01_sd",0.959909161745955,"Understory","sd"
"170_0","suppressed","suppressed",170,2015,0,0,"lad_02_mn",-2.58848242083066,"Sub-canopy","mn"
"170_0","suppressed","suppressed",170,2015,0,0,"lad_02_sd",0.563023483551102,"Sub-canopy","sd"
"170_0","suppressed","suppressed",170,2015,0,0,"lad_08_mn",-4.18888065418577,"Canopy","mn"
"170_0","suppressed","suppressed",170,2015,0,0,"lad_08_sd",0.680219170233349,"Canopy","sd"
"170_1","early","early-mid",NA,NA,NA,NA,"lad_01_mn",NA,"Understory","mn"
"170_1","early","early-mid",NA,NA,NA,NA,"lad_01_sd",NA,"Understory","sd"
"170_1","early","early-mid",NA,NA,NA,NA,"lad_02_mn",NA,"Sub-canopy","mn"
"170_1","early","early-mid",NA,NA,NA,NA,"lad_02_sd",NA,"Sub-canopy","sd"
"170_1","early","early-mid",NA,NA,NA,NA,"lad_08_mn",NA,"Canopy","mn"
"170_1","early","early-mid",NA,NA,NA,NA,"lad_08_sd",NA,"Canopy","sd"
"1700_1","late","late",1700,2009,1,1,"lad_01_mn",-3.3825352729085,"Understory","mn"
"1700_1","late","late",1700,2009,1,1,"lad_01_sd",1.51857274876906,"Understory","sd"
"1700_1","late","late",1700,2009,1,1,"lad_02_mn",-3.68501331026207,"Sub-canopy","mn"
"1700_1","late","late",1700,2009,1,1,"lad_02_sd",1.1407256876476,"Sub-canopy","sd"
"1700_1","late","late",1700,2009,1,1,"lad_08_mn",-5.50260209459382,"Canopy","mn"
"1700_1","late","late",1700,2009,1,1,"lad_08_sd",1.05396702548036,"Canopy","sd"
"1701_1","early","early-mid",1701,2009,1,1,"lad_01_mn",-3.86817227506496,"Understory","mn"
"1701_1","early","early-mid",1701,2009,1,1,"lad_01_sd",1.44142471934037,"Understory","sd"
"1701_1","early","early-mid",1701,2009,1,1,"lad_02_mn",-4.63205613512603,"Sub-canopy","mn"
"1701_1","early","early-mid",1701,2009,1,1,"lad_02_sd",1.20347117572956,"Sub-canopy","sd"
"1701_1","early","early-mid",1701,2009,1,1,"lad_08_mn",-6.15590052067098,"Canopy","mn"
"1701_1","early","early-mid",1701,2009,1,1,"lad_08_sd",0.930569404250717,"Canopy","sd"
"1702_1","late","late",1702,2009,1,1,"lad_01_mn",-3.55842510423666,"Understory","mn"
"1702_1","late","late",1702,2009,1,1,"lad_01_sd",1.56644414159494,"Understory","sd"
"1702_1","late","late",1702,2009,1,1,"lad_02_mn",-3.92746934111239,"Sub-canopy","mn"
"1702_1","late","late",1702,2009,1,1,"lad_02_sd",1.31897640173032,"Sub-canopy","sd"
"1702_1","late","late",1702,2009,1,1,"lad_08_mn",-5.55210786707517,"Canopy","mn"
"1702_1","late","late",1702,2009,1,1,"lad_08_sd",1.13044638012094,"Canopy","sd"
"1703_1","late","late",1703,2015,1,2,"lad_01_mn",-3.43848474859915,"Understory","mn"
"1703_1","late","late",1703,2015,1,2,"lad_01_sd",1.31505172487433,"Understory","sd"
"1703_1","late","late",1703,2015,1,2,"lad_02_mn",-3.33784452658557,"Sub-canopy","mn"
"1703_1","late","late",1703,2015,1,2,"lad_02_sd",0.915735008787041,"Sub-canopy","sd"
"1703_1","late","late",1703,2015,1,2,"lad_08_mn",-4.55650119483948,"Canopy","mn"
"1703_1","late","late",1703,2015,1,2,"lad_08_sd",0.957285758634618,"Canopy","sd"
"1703_1","late","late",1703,2009,1,1,"lad_01_mn",-2.80117486297908,"Understory","mn"
"1703_1","late","late",1703,2009,1,1,"lad_01_sd",1.89014649563106,"Understory","sd"
"1703_1","late","late",1703,2009,1,1,"lad_02_mn",-2.48500217215449,"Sub-canopy","mn"
"1703_1","late","late",1703,2009,1,1,"lad_02_sd",0.957774961721511,"Sub-canopy","sd"
"1703_1","late","late",1703,2009,1,1,"lad_08_mn",-4.17116963294561,"Canopy","mn"
"1703_1","late","late",1703,2009,1,1,"lad_08_sd",0.871221952405284,"Canopy","sd"
"1704_1","late","late",1704,2015,1,2,"lad_01_mn",-3.84088391564539,"Understory","mn"
"1704_1","late","late",1704,2015,1,2,"lad_01_sd",1.02066307959776,"Understory","sd"
"1704_1","late","late",1704,2015,1,2,"lad_02_mn",-3.90038219561511,"Sub-canopy","mn"
"1704_1","late","late",1704,2015,1,2,"lad_02_sd",0.932299825275817,"Sub-canopy","sd"
"1704_1","late","late",1704,2015,1,2,"lad_08_mn",-4.53142213464323,"Canopy","mn"
"1704_1","late","late",1704,2015,1,2,"lad_08_sd",1.01549290023395,"Canopy","sd"
"1704_1","late","late",1704,2009,1,1,"lad_01_mn",-3.35909583086401,"Understory","mn"
"1704_1","late","late",1704,2009,1,1,"lad_01_sd",1.87942951717111,"Understory","sd"
"1704_1","late","late",1704,2009,1,1,"lad_02_mn",-3.08116663242996,"Sub-canopy","mn"
"1704_1","late","late",1704,2009,1,1,"lad_02_sd",1.14538919709557,"Sub-canopy","sd"
